id,date,store_nbr,family,sales,onpromotion
1458,2017-02-28,2,CLEANING,442,23
1459,2017-02-28,2,DAIRY,704,30
1460,2017-02-28,3,GROCERY I,1011,40
1461,2017-02-28,3,BEVERAGES,1468,49
1462,2017-02-28,3,PRODUCE,314,4
1463,2017-02-28,3,CLEANING,519,32
1464,2017-02-28,3,DAIRY,852,49
1465,2017-02-28,4,GROCERY I,731,31
1466,2017-02-28,4,BEVERAGES,1017,20
1467,2017-02-28,4,PRODUCE,642,21
1468,2017-02-28,4,CLEANING,317,17
1469,2017-02-28,4,DAIRY,611,30
1470,2017-02-28,5,GROCERY I,898,29
1471,2017-02-28,5,BEVERAGES,899,7
1472,2017-02-28,5,PRODUCE,854,43
1473,2017-02-28,5,CLEANING,387,16
1474,2017-02-28,5,DAIRY,770,47
1475,2017-03-01,1,GROCERY I,818,30
1476,2017-03-01,1,BEVERAGES,948,27
1477,2017-03-01,1,PRODUCE,454,3
1478,2017-03-01,1,CLEANING,436,34
1479,2017-03-01,1,DAIRY,547,25
1480,2017-03-01,2,GROCERY I,567,11
1481,2017-03-01,2,BEVERAGES,721,18
1482,2017-03-01,2,PRODUCE,635,22
1483,2017-03-01,2,CLEANING,423,25
1484,2017-03-01,2,DAIRY,382,5
1485,2017-03-01,3,GROCERY I,771,33
1486,2017-03-01,3,BEVERAGES,964,16
1487,2017-03-01,3,PRODUCE,455,1
1488,2017-03-01,3,CLEANING,504,33
1489,2017-03-01,3,DAIRY,399,7
1490,2017-03-01,4,GROCERY I,693,29
1491,2017-03-01,4,BEVERAGES,932,0
1492,2017-03-01,4,PRODUCE,743,42
1493,2017-03-01,4,CLEANING,448,23
1494,2017-03-01,4,DAIRY,789,49
1495,2017-03-01,5,GROCERY I,736,8
1496,2017-03-01,5,BEVERAGES,959,36
1497,2017-03-01,5,PRODUCE,838,39
1498,2017-03-01,5,CLEANING,265,1
1499,2017-03-01,5,DAIRY,513,21
1500,2017-03-02,1,GROCERY I,804,36
1501,2017-03-02,1,BEVERAGES,996,43
1502,2017-03-02,1,PRODUCE,519,12
1503,2017-03-02,1,CLEANING,464,24
1504,2017-03-02,1,DAIRY,715,28
1505,2017-03-02,2,GROCERY I,659,19
1506,2017-03-02,2,BEVERAGES,791,29
1507,2017-03-02,2,PRODUCE,650,17
1508,2017-03-02,2,CLEANING,656,44
1509,2017-03-02,2,DAIRY,465,26
1510,2017-03-02,3,GROCERY I,548,17
1511,2017-03-02,3,BEVERAGES,1166,25
1512,2017-03-02,3,PRODUCE,878,44
1513,2017-03-02,3,CLEANING,266,4
1514,2017-03-02,3,DAIRY,312,0
1515,2017-03-02,4,GROCERY I,921,44
1516,2017-03-02,4,BEVERAGES,1216,40
1517,2017-03-02,4,PRODUCE,546,10
1518,2017-03-02,4,CLEANING,464,20
1519,2017-03-02,4,DAIRY,486,18
1520,2017-03-02,5,GROCERY I,1017,44
1521,2017-03-02,5,BEVERAGES,813,6
1522,2017-03-02,5,PRODUCE,634,25
1523,2017-03-02,5,CLEANING,266,3
1524,2017-03-02,5,DAIRY,498,22
1525,2017-03-03,1,GROCERY I,592,44
1526,2017-03-03,1,BEVERAGES,942,28
1527,2017-03-03,1,PRODUCE,787,47
1528,2017-03-03,1,CLEANING,583,38
1529,2017-03-03,1,DAIRY,541,26
1530,2017-03-03,2,GROCERY I,597,3
1531,2017-03-03,2,BEVERAGES,741,0
1532,2017-03-03,2,PRODUCE,367,2
1533,2017-03-03,2,CLEANING,278,3
1534,2017-03-03,2,DAIRY,144,2
1535,2017-03-03,3,GROCERY I,844,22
1536,2017-03-03,3,BEVERAGES,1350,44
1537,2017-03-03,3,PRODUCE,555,36
1538,2017-03-03,3,CLEANING,266,9
1539,2017-03-03,3,DAIRY,464,20
1540,2017-03-03,4,GROCERY I,757,19
1541,2017-03-03,4,BEVERAGES,1076,46
1542,2017-03-03,4,PRODUCE,779,40
1543,2017-03-03,4,CLEANING,735,49
1544,2017-03-03,4,DAIRY,661,29
1545,2017-03-03,5,GROCERY I,661,26
1546,2017-03-03,5,BEVERAGES,872,13
1547,2017-03-03,5,PRODUCE,794,46
1548,2017-03-03,5,CLEANING,608,35
1549,2017-03-03,5,DAIRY,676,48
1550,2017-03-04,1,GROCERY I,658,15
1551,2017-03-04,1,BEVERAGES,760,9
1552,2017-03-04,1,PRODUCE,748,31
1553,2017-03-04,1,CLEANING,257,8
1554,2017-03-04,1,DAIRY,499,16
1555,2017-03-04,2,GROCERY I,809,46
1556,2017-03-04,2,BEVERAGES,1067,24
1557,2017-03-04,2,PRODUCE,795,48
1558,2017-03-04,2,CLEANING,166,0
1559,2017-03-04,2,DAIRY,492,16
1560,2017-03-04,3,GROCERY I,779,40
1561,2017-03-04,3,BEVERAGES,911,14
1562,2017-03-04,3,PRODUCE,676,31
1563,2017-03-04,3,CLEANING,567,33
1564,2017-03-04,3,DAIRY,666,40
1565,2017-03-04,4,GROCERY I,439,5
1566,2017-03-04,4,BEVERAGES,1159,19
1567,2017-03-04,4,PRODUCE,935,46
1568,2017-03-04,4,CLEANING,639,44
1569,2017-03-04,4,DAIRY,360,2
1570,2017-03-04,5,GROCERY I,795,25
1571,2017-03-04,5,BEVERAGES,744,3
1572,2017-03-04,5,PRODUCE,590,17
1573,2017-03-04,5,CLEANING,507,32
1574,2017-03-04,5,DAIRY,433,13
1575,2017-03-05,1,GROCERY I,842,5
1576,2017-03-05,1,BEVERAGES,1411,32
1577,2017-03-05,1,PRODUCE,453,5
1578,2017-03-05,1,CLEANING,609,39
1579,2017-03-05,1,DAIRY,608,34
1580,2017-03-05,2,GROCERY I,580,18
1581,2017-03-05,2,BEVERAGES,845,9
1582,2017-03-05,2,PRODUCE,601,24
1583,2017-03-05,2,CLEANING,385,22
1584,2017-03-05,2,DAIRY,332,1
1585,2017-03-05,3,GROCERY I,940,36
1586,2017-03-05,3,BEVERAGES,979,7
1587,2017-03-05,3,PRODUCE,310,2
1588,2017-03-05,3,CLEANING,692,49
1589,2017-03-05,3,DAIRY,361,10
1590,2017-03-05,4,GROCERY I,664,4
1591,2017-03-05,4,BEVERAGES,877,32
1592,2017-03-05,4,PRODUCE,389,4
1593,2017-03-05,4,CLEANING,581,32
1594,2017-03-05,4,DAIRY,898,49
1595,2017-03-05,5,GROCERY I,474,4
1596,2017-03-05,5,BEVERAGES,729,1
1597,2017-03-05,5,PRODUCE,619,32
1598,2017-03-05,5,CLEANING,348,12
1599,2017-03-05,5,DAIRY,571,22
1600,2017-03-06,1,GROCERY I,697,13
1601,2017-03-06,1,BEVERAGES,1185,28
1602,2017-03-06,1,PRODUCE,512,19
1603,2017-03-06,1,CLEANING,251,9
1604,2017-03-06,1,DAIRY,620,40
1605,2017-03-06,2,GROCERY I,557,5
1606,2017-03-06,2,BEVERAGES,847,4
1607,2017-03-06,2,PRODUCE,600,17
1608,2017-03-06,2,CLEANING,396,25
1609,2017-03-06,2,DAIRY,802,48
1610,2017-03-06,3,GROCERY I,627,11
1611,2017-03-06,3,BEVERAGES,1017,33
1612,2017-03-06,3,PRODUCE,699,24
1613,2017-03-06,3,CLEANING,484,23
1614,2017-03-06,3,DAIRY,340,9
1615,2017-03-06,4,GROCERY I,923,38
1616,2017-03-06,4,BEVERAGES,972,26
1617,2017-03-06,4,PRODUCE,808,43
1618,2017-03-06,4,CLEANING,439,18
1619,2017-03-06,4,DAIRY,664,29
1620,2017-03-06,5,GROCERY I,739,33
1621,2017-03-06,5,BEVERAGES,1292,26
1622,2017-03-06,5,PRODUCE,645,9
1623,2017-03-06,5,CLEANING,227,5
1624,2017-03-06,5,DAIRY,601,40
1625,2017-03-07,1,GROCERY I,526,1
1626,2017-03-07,1,BEVERAGES,1424,28
1627,2017-03-07,1,PRODUCE,531,21
1628,2017-03-07,1,CLEANING,612,47
1629,2017-03-07,1,DAIRY,825,44
1630,2017-03-07,2,GROCERY I,631,27
1631,2017-03-07,2,BEVERAGES,1106,6
1632,2017-03-07,2,PRODUCE,936,48
1633,2017-03-07,2,CLEANING,292,9
1634,2017-03-07,2,DAIRY,695,35
1635,2017-03-07,3,GROCERY I,955,31
1636,2017-03-07,3,BEVERAGES,1213,31
1637,2017-03-07,3,PRODUCE,400,9
1638,2017-03-07,3,CLEANING,656,49
1639,2017-03-07,3,DAIRY,570,20
1640,2017-03-07,4,GROCERY I,579,24
1641,2017-03-07,4,BEVERAGES,1009,28
1642,2017-03-07,4,PRODUCE,501,8
1643,2017-03-07,4,CLEANING,539,40
1644,2017-03-07,4,DAIRY,652,41
1645,2017-03-07,5,GROCERY I,944,38
1646,2017-03-07,5,BEVERAGES,1124,48
1647,2017-03-07,5,PRODUCE,569,32
1648,2017-03-07,5,CLEANING,231,10
1649,2017-03-07,5,DAIRY,466,9
1650,2017-03-08,1,GROCERY I,719,17
1651,2017-03-08,1,BEVERAGES,995,12
1652,2017-03-08,1,PRODUCE,876,45
1653,2017-03-08,1,CLEANING,360,26
1654,2017-03-08,1,DAIRY,808,45
1655,2017-03-08,2,GROCERY I,584,16
1656,2017-03-08,2,BEVERAGES,975,8
1657,2017-03-08,2,PRODUCE,733,38
1658,2017-03-08,2,CLEANING,663,48
1659,2017-03-08,2,DAIRY,801,42
1660,2017-03-08,3,GROCERY I,708,37
1661,2017-03-08,3,BEVERAGES,894,42
1662,2017-03-08,3,PRODUCE,728,36
1663,2017-03-08,3,CLEANING,465,21
1664,2017-03-08,3,DAIRY,322,10
1665,2017-03-08,4,GROCERY I,752,21
1666,2017-03-08,4,BEVERAGES,857,6
1667,2017-03-08,4,PRODUCE,374,3
1668,2017-03-08,4,CLEANING,480,27
1669,2017-03-08,4,DAIRY,407,13
1670,2017-03-08,5,GROCERY I,744,37
1671,2017-03-08,5,BEVERAGES,1300,37
1672,2017-03-08,5,PRODUCE,643,20
1673,2017-03-08,5,CLEANING,218,6
1674,2017-03-08,5,DAIRY,354,2
1675,2017-03-09,1,GROCERY I,936,34
1676,2017-03-09,1,BEVERAGES,668,3
1677,2017-03-09,1,PRODUCE,570,26
1678,2017-03-09,1,CLEANING,524,41
1679,2017-03-09,1,DAIRY,561,23
1680,2017-03-09,2,GROCERY I,690,24
1681,2017-03-09,2,BEVERAGES,1201,31
1682,2017-03-09,2,PRODUCE,348,4
1683,2017-03-09,2,CLEANING,555,41
1684,2017-03-09,2,DAIRY,635,38
1685,2017-03-09,3,GROCERY I,470,8
1686,2017-03-09,3,BEVERAGES,878,5
1687,2017-03-09,3,PRODUCE,848,21
1688,2017-03-09,3,CLEANING,616,40
1689,2017-03-09,3,DAIRY,510,16
1690,2017-03-09,4,GROCERY I,652,11
1691,2017-03-09,4,BEVERAGES,1107,21
1692,2017-03-09,4,PRODUCE,517,8
1693,2017-03-09,4,CLEANING,282,12
1694,2017-03-09,4,DAIRY,547,31
1695,2017-03-09,5,GROCERY I,794,22
1696,2017-03-09,5,BEVERAGES,1396,44
1697,2017-03-09,5,PRODUCE,643,17
1698,2017-03-09,5,CLEANING,478,29
1699,2017-03-09,5,DAIRY,415,9
1700,2017-03-10,1,GROCERY I,938,46
1701,2017-03-10,1,BEVERAGES,830,8
1702,2017-03-10,1,PRODUCE,696,41
1703,2017-03-10,1,CLEANING,683,46
1704,2017-03-10,1,DAIRY,551,18
1705,2017-03-10,2,GROCERY I,651,23
1706,2017-03-10,2,BEVERAGES,863,7
1707,2017-03-10,2,PRODUCE,737,32
1708,2017-03-10,2,CLEANING,594,32
1709,2017-03-10,2,DAIRY,783,46
1710,2017-03-10,3,GROCERY I,910,41
1711,2017-03-10,3,BEVERAGES,712,12
1712,2017-03-10,3,PRODUCE,443,0
1713,2017-03-10,3,CLEANING,408,12
1714,2017-03-10,3,DAIRY,714,47
1715,2017-03-10,4,GROCERY I,805,28
1716,2017-03-10,4,BEVERAGES,1249,38
1717,2017-03-10,4,PRODUCE,395,6
1718,2017-03-10,4,CLEANING,354,12
1719,2017-03-10,4,DAIRY,345,6
1720,2017-03-10,5,GROCERY I,1082,48
1721,2017-03-10,5,BEVERAGES,871,2
1722,2017-03-10,5,PRODUCE,518,14
1723,2017-03-10,5,CLEANING,464,25
1724,2017-03-10,5,DAIRY,524,15
1725,2017-03-11,1,GROCERY I,723,21
1726,2017-03-11,1,BEVERAGES,894,15
1727,2017-03-11,1,PRODUCE,778,40
1728,2017-03-11,1,CLEANING,207,6
1729,2017-03-11,1,DAIRY,297,1
1730,2017-03-11,2,GROCERY I,890,40
1731,2017-03-11,2,BEVERAGES,1413,45
1732,2017-03-11,2,PRODUCE,618,29
1733,2017-03-11,2,CLEANING,243,7
1734,2017-03-11,2,DAIRY,429,21
1735,2017-03-11,3,GROCERY I,881,39
1736,2017-03-11,3,BEVERAGES,1174,35
1737,2017-03-11,3,PRODUCE,974,48
1738,2017-03-11,3,CLEANING,671,44
1739,2017-03-11,3,DAIRY,265,14
1740,2017-03-11,4,GROCERY I,582,19
1741,2017-03-11,4,BEVERAGES,819,13
1742,2017-03-11,4,PRODUCE,775,39
1743,2017-03-11,4,CLEANING,275,10
1744,2017-03-11,4,DAIRY,639,30
1745,2017-03-11,5,GROCERY I,866,48
1746,2017-03-11,5,BEVERAGES,922,8
1747,2017-03-11,5,PRODUCE,761,24
1748,2017-03-11,5,CLEANING,568,35
1749,2017-03-11,5,DAIRY,747,36
1750,2017-03-12,1,GROCERY I,1045,47
1751,2017-03-12,1,BEVERAGES,1059,16
1752,2017-03-12,1,PRODUCE,825,34
1753,2017-03-12,1,CLEANING,541,28
1754,2017-03-12,1,DAIRY,286,6
1755,2017-03-12,2,GROCERY I,680,5
1756,2017-03-12,2,BEVERAGES,1001,28
1757,2017-03-12,2,PRODUCE,644,30
1758,2017-03-12,2,CLEANING,278,2
1759,2017-03-12,2,DAIRY,688,41
1760,2017-03-12,3,GROCERY I,1018,36
1761,2017-03-12,3,BEVERAGES,951,11
1762,2017-03-12,3,PRODUCE,941,41
1763,2017-03-12,3,CLEANING,323,15
1764,2017-03-12,3,DAIRY,294,7
1765,2017-03-12,4,GROCERY I,975,44
1766,2017-03-12,4,BEVERAGES,946,1
1767,2017-03-12,4,PRODUCE,817,43
1768,2017-03-12,4,CLEANING,263,10
1769,2017-03-12,4,DAIRY,641,25
1770,2017-03-12,5,GROCERY I,830,22
1771,2017-03-12,5,BEVERAGES,1265,37
1772,2017-03-12,5,PRODUCE,965,46
1773,2017-03-12,5,CLEANING,229,0
1774,2017-03-12,5,DAIRY,540,29
1775,2017-03-13,1,GROCERY I,889,45
1776,2017-03-13,1,BEVERAGES,1086,12
1777,2017-03-13,1,PRODUCE,529,9
1778,2017-03-13,1,CLEANING,604,38
1779,2017-03-13,1,DAIRY,641,31
1780,2017-03-13,2,GROCERY I,793,22
1781,2017-03-13,2,BEVERAGES,1250,32
1782,2017-03-13,2,PRODUCE,654,27
1783,2017-03-13,2,CLEANING,350,21
1784,2017-03-13,2,DAIRY,406,5
1785,2017-03-13,3,GROCERY I,619,14
1786,2017-03-13,3,BEVERAGES,996,4
1787,2017-03-13,3,PRODUCE,898,47
1788,2017-03-13,3,CLEANING,195,5
1789,2017-03-13,3,DAIRY,670,39
1790,2017-03-13,4,GROCERY I,969,28
1791,2017-03-13,4,BEVERAGES,854,17
1792,2017-03-13,4,PRODUCE,469,1
1793,2017-03-13,4,CLEANING,593,37
1794,2017-03-13,4,DAIRY,916,47
1795,2017-03-13,5,GROCERY I,532,15
1796,2017-03-13,5,BEVERAGES,1114,12
1797,2017-03-13,5,PRODUCE,452,10
1798,2017-03-13,5,CLEANING,533,29
1799,2017-03-13,5,DAIRY,561,34
1800,2017-03-14,1,GROCERY I,843,21
1801,2017-03-14,1,BEVERAGES,1210,31
1802,2017-03-14,1,PRODUCE,523,14
1803,2017-03-14,1,CLEANING,220,2
1804,2017-03-14,1,DAIRY,344,15
1805,2017-03-14,2,GROCERY I,527,18
1806,2017-03-14,2,BEVERAGES,1070,24
1807,2017-03-14,2,PRODUCE,531,18
1808,2017-03-14,2,CLEANING,586,42
1809,2017-03-14,2,DAIRY,564,24
1810,2017-03-14,3,GROCERY I,795,19
1811,2017-03-14,3,BEVERAGES,931,10
1812,2017-03-14,3,PRODUCE,961,45
1813,2017-03-14,3,CLEANING,179,4
1814,2017-03-14,3,DAIRY,537,20
1815,2017-03-14,4,GROCERY I,828,24
1816,2017-03-14,4,BEVERAGES,919,13
1817,2017-03-14,4,PRODUCE,517,17
1818,2017-03-14,4,CLEANING,417,26
1819,2017-03-14,4,DAIRY,608,22
1820,2017-03-14,5,GROCERY I,600,10
1821,2017-03-14,5,BEVERAGES,995,40
1822,2017-03-14,5,PRODUCE,535,24
1823,2017-03-14,5,CLEANING,414,18
1824,2017-03-14,5,DAIRY,373,0
1825,2017-03-15,1,GROCERY I,808,14
1826,2017-03-15,1,BEVERAGES,1126,39
1827,2017-03-15,1,PRODUCE,1005,46
1828,2017-03-15,1,CLEANING,346,16
1829,2017-03-15,1,DAIRY,510,19
1830,2017-03-15,2,GROCERY I,1042,49
1831,2017-03-15,2,BEVERAGES,1432,42
1832,2017-03-15,2,PRODUCE,573,14
1833,2017-03-15,2,CLEANING,508,29
1834,2017-03-15,2,DAIRY,611,37
1835,2017-03-15,3,GROCERY I,1096,29
1836,2017-03-15,3,BEVERAGES,958,12
1837,2017-03-15,3,PRODUCE,677,37
1838,2017-03-15,3,CLEANING,216,1
1839,2017-03-15,3,DAIRY,415,7
1840,2017-03-15,4,GROCERY I,883,43
1841,2017-03-15,4,BEVERAGES,845,7
1842,2017-03-15,4,PRODUCE,615,28
1843,2017-03-15,4,CLEANING,384,19
1844,2017-03-15,4,DAIRY,500,15
1845,2017-03-15,5,GROCERY I,814,15
1846,2017-03-15,5,BEVERAGES,1434,44
1847,2017-03-15,5,PRODUCE,439,8
1848,2017-03-15,5,CLEANING,515,34
1849,2017-03-15,5,DAIRY,421,16
1850,2017-03-16,1,GROCERY I,1122,46
1851,2017-03-16,1,BEVERAGES,1165,14
1852,2017-03-16,1,PRODUCE,664,30
1853,2017-03-16,1,CLEANING,593,38
1854,2017-03-16,1,DAIRY,430,11
1855,2017-03-16,2,GROCERY I,820,29
1856,2017-03-16,2,BEVERAGES,1047,28
1857,2017-03-16,2,PRODUCE,830,49
1858,2017-03-16,2,CLEANING,233,6
1859,2017-03-16,2,DAIRY,447,19
1860,2017-03-16,3,GROCERY I,940,49
1861,2017-03-16,3,BEVERAGES,894,14
1862,2017-03-16,3,PRODUCE,786,36
1863,2017-03-16,3,CLEANING,590,39
1864,2017-03-16,3,DAIRY,267,7
1865,2017-03-16,4,GROCERY I,843,39
1866,2017-03-16,4,BEVERAGES,707,10
1867,2017-03-16,4,PRODUCE,606,29
1868,2017-03-16,4,CLEANING,259,9
1869,2017-03-16,4,DAIRY,342,12
1870,2017-03-16,5,GROCERY I,829,31
1871,2017-03-16,5,BEVERAGES,1215,37
1872,2017-03-16,5,PRODUCE,476,23
1873,2017-03-16,5,CLEANING,463,27
1874,2017-03-16,5,DAIRY,728,45
1875,2017-03-17,1,GROCERY I,900,37
1876,2017-03-17,1,BEVERAGES,703,9
1877,2017-03-17,1,PRODUCE,741,34
1878,2017-03-17,1,CLEANING,626,43
1879,2017-03-17,1,DAIRY,353,16
1880,2017-03-17,2,GROCERY I,311,0
1881,2017-03-17,2,BEVERAGES,1146,41
1882,2017-03-17,2,PRODUCE,869,33
1883,2017-03-17,2,CLEANING,657,47
1884,2017-03-17,2,DAIRY,537,17
1885,2017-03-17,3,GROCERY I,708,14
1886,2017-03-17,3,BEVERAGES,1273,41
1887,2017-03-17,3,PRODUCE,625,38
1888,2017-03-17,3,CLEANING,272,12
1889,2017-03-17,3,DAIRY,440,17
1890,2017-03-17,4,GROCERY I,614,12
1891,2017-03-17,4,BEVERAGES,1502,43
1892,2017-03-17,4,PRODUCE,736,37
1893,2017-03-17,4,CLEANING,581,34
1894,2017-03-17,4,DAIRY,667,47
1895,2017-03-17,5,GROCERY I,437,3
1896,2017-03-17,5,BEVERAGES,1188,24
1897,2017-03-17,5,PRODUCE,842,44
1898,2017-03-17,5,CLEANING,361,16
1899,2017-03-17,5,DAIRY,500,12
1900,2017-03-18,1,GROCERY I,723,25
1901,2017-03-18,1,BEVERAGES,1340,38
1902,2017-03-18,1,PRODUCE,588,7
1903,2017-03-18,1,CLEANING,523,37
1904,2017-03-18,1,DAIRY,656,37
1905,2017-03-18,2,GROCERY I,542,2
1906,2017-03-18,2,BEVERAGES,658,27
1907,2017-03-18,2,PRODUCE,529,15
1908,2017-03-18,2,CLEANING,465,21
1909,2017-03-18,2,DAIRY,482,7
1910,2017-03-18,3,GROCERY I,671,5
1911,2017-03-18,3,BEVERAGES,737,2
1912,2017-03-18,3,PRODUCE,604,11
1913,2017-03-18,3,CLEANING,247,4
1914,2017-03-18,3,DAIRY,688,24
1915,2017-03-18,4,GROCERY I,936,21
1916,2017-03-18,4,BEVERAGES,915,3
1917,2017-03-18,4,PRODUCE,618,12
1918,2017-03-18,4,CLEANING,354,16
1919,2017-03-18,4,DAIRY,368,14
1920,2017-03-18,5,GROCERY I,616,12
1921,2017-03-18,5,BEVERAGES,1144,49
1922,2017-03-18,5,PRODUCE,607,26
1923,2017-03-18,5,CLEANING,290,12
1924,2017-03-18,5,DAIRY,731,38
1925,2017-03-19,1,GROCERY I,821,17
1926,2017-03-19,1,BEVERAGES,1017,16
1927,2017-03-19,1,PRODUCE,903,49
1928,2017-03-19,1,CLEANING,471,28
1929,2017-03-19,1,DAIRY,831,42
1930,2017-03-19,2,GROCERY I,578,20
1931,2017-03-19,2,BEVERAGES,1044,14
1932,2017-03-19,2,PRODUCE,602,8
1933,2017-03-19,2,CLEANING,412,22
1934,2017-03-19,2,DAIRY,464,29
1935,2017-03-19,3,GROCERY I,1132,46
1936,2017-03-19,3,BEVERAGES,903,0
1937,2017-03-19,3,PRODUCE,610,15
1938,2017-03-19,3,CLEANING,262,8
1939,2017-03-19,3,DAIRY,617,44
1940,2017-03-19,4,GROCERY I,652,13
1941,2017-03-19,4,BEVERAGES,1297,42
1942,2017-03-19,4,PRODUCE,942,39
1943,2017-03-19,4,CLEANING,554,32
1944,2017-03-19,4,DAIRY,677,31
1945,2017-03-19,5,GROCERY I,907,39
1946,2017-03-19,5,BEVERAGES,988,22
1947,2017-03-19,5,PRODUCE,820,37
1948,2017-03-19,5,CLEANING,542,36
1949,2017-03-19,5,DAIRY,463,7
1950,2017-03-20,1,GROCERY I,838,40
1951,2017-03-20,1,BEVERAGES,767,23
1952,2017-03-20,1,PRODUCE,781,48
1953,2017-03-20,1,CLEANING,549,39
1954,2017-03-20,1,DAIRY,552,18
1955,2017-03-20,2,GROCERY I,720,5
1956,2017-03-20,2,BEVERAGES,882,18
1957,2017-03-20,2,PRODUCE,696,37
1958,2017-03-20,2,CLEANING,573,36
1959,2017-03-20,2,DAIRY,582,25
1960,2017-03-20,3,GROCERY I,1067,48
1961,2017-03-20,3,BEVERAGES,1485,45
1962,2017-03-20,3,PRODUCE,492,18
1963,2017-03-20,3,CLEANING,538,39
1964,2017-03-20,3,DAIRY,520,27
1965,2017-03-20,4,GROCERY I,764,39
1966,2017-03-20,4,BEVERAGES,1222,32
1967,2017-03-20,4,PRODUCE,814,43
1968,2017-03-20,4,CLEANING,416,26
1969,2017-03-20,4,DAIRY,447,13
1970,2017-03-20,5,GROCERY I,948,44
1971,2017-03-20,5,BEVERAGES,551,23
1972,2017-03-20,5,PRODUCE,831,41
1973,2017-03-20,5,CLEANING,619,39
1974,2017-03-20,5,DAIRY,356,9
1975,2017-03-21,1,GROCERY I,432,2
1976,2017-03-21,1,BEVERAGES,1161,26
1977,2017-03-21,1,PRODUCE,560,25
1978,2017-03-21,1,CLEANING,697,46
1979,2017-03-21,1,DAIRY,475,19
1980,2017-03-21,2,GROCERY I,582,11
1981,2017-03-21,2,BEVERAGES,1365,47
1982,2017-03-21,2,PRODUCE,533,0
1983,2017-03-21,2,CLEANING,202,2
1984,2017-03-21,2,DAIRY,573,20
1985,2017-03-21,3,GROCERY I,684,21
1986,2017-03-21,3,BEVERAGES,1036,20
1987,2017-03-21,3,PRODUCE,907,37
1988,2017-03-21,3,CLEANING,371,14
1989,2017-03-21,3,DAIRY,612,23
1990,2017-03-21,4,GROCERY I,498,4
1991,2017-03-21,4,BEVERAGES,1209,43
1992,2017-03-21,4,PRODUCE,863,46
1993,2017-03-21,4,CLEANING,389,20
1994,2017-03-21,4,DAIRY,574,27
1995,2017-03-21,5,GROCERY I,627,2
1996,2017-03-21,5,BEVERAGES,925,39
1997,2017-03-21,5,PRODUCE,803,48
1998,2017-03-21,5,CLEANING,288,7
1999,2017-03-21,5,DAIRY,370,4
2000,2017-03-22,1,GROCERY I,919,44
2001,2017-03-22,1,BEVERAGES,1137,44
2002,2017-03-22,1,PRODUCE,891,37
2003,2017-03-22,1,CLEANING,514,29
2004,2017-03-22,1,DAIRY,342,10
2005,2017-03-22,2,GROCERY I,757,25
2006,2017-03-22,2,BEVERAGES,640,12
2007,2017-03-22,2,PRODUCE,716,27
2008,2017-03-22,2,CLEANING,413,29
2009,2017-03-22,2,DAIRY,548,30
2010,2017-03-22,3,GROCERY I,698,24
2011,2017-03-22,3,BEVERAGES,1492,39
2012,2017-03-22,3,PRODUCE,646,36
2013,2017-03-22,3,CLEANING,636,41
2014,2017-03-22,3,DAIRY,735,41
2015,2017-03-22,4,GROCERY I,913,37
2016,2017-03-22,4,BEVERAGES,934,34
2017,2017-03-22,4,PRODUCE,748,46
2018,2017-03-22,4,CLEANING,316,16
2019,2017-03-22,4,DAIRY,421,16
2020,2017-03-22,5,GROCERY I,718,37
2021,2017-03-22,5,BEVERAGES,396,5
2022,2017-03-22,5,PRODUCE,695,34
2023,2017-03-22,5,CLEANING,287,14
2024,2017-03-22,5,DAIRY,517,26
2025,2017-03-23,1,GROCERY I,929,34
2026,2017-03-23,1,BEVERAGES,764,5
2027,2017-03-23,1,PRODUCE,638,22
2028,2017-03-23,1,CLEANING,465,24
2029,2017-03-23,1,DAIRY,558,25
2030,2017-03-23,2,GROCERY I,766,19
2031,2017-03-23,2,BEVERAGES,1091,49
2032,2017-03-23,2,PRODUCE,613,17
2033,2017-03-23,2,CLEANING,321,13
2034,2017-03-23,2,DAIRY,376,12
2035,2017-03-23,3,GROCERY I,563,14
2036,2017-03-23,3,BEVERAGES,1145,18
2037,2017-03-23,3,PRODUCE,697,19
2038,2017-03-23,3,CLEANING,566,35
2039,2017-03-23,3,DAIRY,740,43
2040,2017-03-23,4,GROCERY I,826,39
2041,2017-03-23,4,BEVERAGES,562,6
2042,2017-03-23,4,PRODUCE,814,42
2043,2017-03-23,4,CLEANING,571,35
2044,2017-03-23,4,DAIRY,559,12
2045,2017-03-23,5,GROCERY I,1055,36
2046,2017-03-23,5,BEVERAGES,1157,47
2047,2017-03-23,5,PRODUCE,714,39
2048,2017-03-23,5,CLEANING,302,15
2049,2017-03-23,5,DAIRY,722,44
2050,2017-03-24,1,GROCERY I,358,1
2051,2017-03-24,1,BEVERAGES,1081,23
2052,2017-03-24,1,PRODUCE,568,14
2053,2017-03-24,1,CLEANING,619,43
2054,2017-03-24,1,DAIRY,762,38
2055,2017-03-24,2,GROCERY I,982,34
2056,2017-03-24,2,BEVERAGES,1122,29
2057,2017-03-24,2,PRODUCE,570,4
2058,2017-03-24,2,CLEANING,433,28
2059,2017-03-24,2,DAIRY,613,44
2060,2017-03-24,3,GROCERY I,735,22
2061,2017-03-24,3,BEVERAGES,1450,45
2062,2017-03-24,3,PRODUCE,888,43
2063,2017-03-24,3,CLEANING,501,31
2064,2017-03-24,3,DAIRY,706,41
2065,2017-03-24,4,GROCERY I,931,31
2066,2017-03-24,4,BEVERAGES,987,8
